loan_id,age,gender,job_title,annual_income,loan_amount,loan_purpose,credit_score,number_of_dependents,applicant_statement,loan_status,sentiment,text_risk_prob,text_risk,annual_income_safe,loan_to_income_ratio,sentiment_risk,credit_risk,lti_risk,dependents_risk,purpose_risk,risk_score,risk_category,loan_intent
L1121,30,Male,Graphic Designer,58000,12000,Personal,680,2,Need to cover the cost of replacing stolen computer equipment used for freelance work.,1,Neutral,0.5947403907775879,1,58000,0.2068965517241379,1,2,1,1,2,14,High,Personal/Lifestyle
L1122,62,Female,Retired,55000,6000,Medical,760,2,Covering ongoing physiotherapy after a fall. Covered by reliable savings.,1,Neutral,0.5144530534744263,1,55000,0.109090909090909,1,0,0,1,1,5,Low,Personal/Lifestyle
L1123,38,Male,Accountant,87000,17000,Education,735,1,Paying for my CPA license renewal and advanced training fees.,1,Neutral,0.4995725750923157,1,87000,0.1954022988505747,1,1,0,1,1,8,Medium,Personal/Lifestyle
L1124,26,Female,Retail Associate,36000,7500,Personal,608,0,"I owe money to a friend, and I need this loan to pay them back quickly before it damages our relationship. I feel terrible.",0,Very Negative,0.6901506185531616,2,36000,0.2083333333333333,1,3,1,0,2,18,High,Personal/Lifestyle
L1125,49,Male,Engineer,138000,36000,Business,809,1,Upgrading manufacturing robotics for efficiency gains. A calculated business expenditure.,1,Neutral,0.4292665123939514,1,138000,0.2608695652173913,1,0,1,1,1,7,Medium,Business/Investment
L1126,54,Female,Manager,108000,22000,Home,778,2,Major landscaping and security upgrades for the property.,1,Neutral,0.4839824140071869,1,108000,0.2037037037037037,1,0,1,1,0,6,Medium,Basic Needs/Survival
L1127,31,Male,Plumber,63000,10000,Personal,665,1,"Consolidating two small, high-interest loans into one predictable payment.",1,Neutral,0.5424401164054871,1,63000,0.1587301587301587,1,2,0,1,2,12,High,Business/Investment
L1128,42,Female,Teacher,65000,11000,Education,715,2,Funding specialized software licenses for my classroom technology integration.,1,Neutral,0.5156084895133972,1,65000,0.1692307692307692,1,1,0,1,1,8,Medium,Personal/Lifestyle
L1129,25,Male,Cashier,27000,4500,Medical,562,0,"I haven't seen a doctor in years, and now I have a serious issue requiring immediate attention. I have no savings at all.",0,Negative,0.6104578375816345,1,27000,0.1666666666666666,2,3,0,0,1,14,High,Personal/Lifestyle
L1130,57,Female,Scientist,162000,38000,Business,822,1,Investment in proprietary lab testing protocols. Very high success rate projected.,1,Positive,0.7387240529060364,2,162000,0.2345679012345679,0,0,1,1,1,8,Medium,Business/Investment
L1131,33,Male,Truck Driver,68000,15000,Personal,642,3,Need funds to replace commercial tires that wore out faster than expected due to poor road conditions.,0,Negative,0.6307612061500549,1,68000,0.2205882352941176,2,3,1,2,2,19,High,Basic Needs/Survival
L1132,46,Female,HR Specialist,83000,18000,Home,730,1,Funding interior design updates to increase home resale value later.,1,Neutral,0.4989295303821563,1,83000,0.216867469879518,1,1,1,1,0,9,Medium,Basic Needs/Survival
L1133,20,Male,Student,18000,1800,Education,515,0,I missed my tuition deadline and face expulsion if I don't pay within 48 hours. This is my last chance.,0,Very Negative,0.5500127673149109,1,18000,0.1,1,3,0,0,1,13,High,Personal/Lifestyle
L1134,50,Female,Doctor,185000,45000,Medical,830,1,Covering costs for a new medical device acquisition for my private practice.,1,Neutral,0.515699028968811,1,185000,0.2432432432432432,1,0,1,1,1,7,Medium,Personal/Lifestyle
L1135,39,Male,Real Estate Agent,90000,21000,Business,712,2,Need working capital for immediate marketing push on a slow month.,1,Negative,0.5772554278373718,1,90000,0.2333333333333333,2,1,1,1,1,11,High,Basic Needs/Survival
L1136,64,Female,Retired,62000,7000,Personal,770,2,Minor home repairs and appliance replacement.,1,Neutral,0.4869316220283508,1,62000,0.1129032258064516,1,0,0,1,2,6,Medium,Personal/Lifestyle
L1137,28,Male,Warehouse Worker,35000,6000,Education,595,1,Paying for a vocational certification in logistics management.,0,Neutral,0.4645209312438965,1,35000,0.1714285714285714,1,3,0,1,1,14,High,Personal/Lifestyle
L1138,43,Female,Project Manager,102000,24000,Education,760,1,Sponsoring an overseas trip for a team member for specialized training.,1,Neutral,0.497957170009613,1,102000,0.2352941176470588,1,0,1,1,1,7,Medium,Business/Investment
L1139,51,Male,Mechanic,64000,11000,Business,685,2,Purchasing essential diagnostic software subscriptions for the coming year.,1,Neutral,0.4908862709999084,1,64000,0.171875,1,2,0,1,1,11,High,Personal/Lifestyle
L1140,26,Female,Barista,30000,4000,Personal,570,0,I have several overdue utility bills and need immediate relief to avoid shutoff notices.,0,Negative,0.5382674336433411,1,30000,0.1333333333333333,2,3,0,0,2,15,High,Basic Needs/Survival
L1141,47,Male,Firefighter,85000,19000,Home,720,2,Financing the installation of a new security system for added family protection.,1,Neutral,0.518857479095459,1,85000,0.2235294117647059,1,1,1,1,0,9,Medium,Personal/Lifestyle
L1142,32,Female,Social Worker,53000,12000,Education,668,1,Funding supplementary training in trauma counseling.,1,Neutral,0.5189397931098938,1,53000,0.2264150943396226,1,2,1,1,1,13,High,Basic Needs/Survival
L1143,61,Male,Consultant,125000,18000,Personal,790,1,"Investment into a short-term, low-risk financial product.",1,Neutral,0.0027699505444616,0,125000,0.144,1,0,0,1,2,4,Low,Business/Investment
L1144,37,Female,Chef,61000,14000,Business,705,2,Need to purchase high-end plating supplies and dishware for a catering event.,1,Neutral,0.6007601618766785,1,61000,0.2295081967213114,1,1,1,1,1,10,Medium,Personal/Lifestyle
L1145,50,Male,Accountant,94000,22000,Home,755,2,Refinancing the primary mortgage to secure a lower interest rate over the long term.,1,Neutral,0.4431930482387543,1,94000,0.2340425531914893,1,0,1,1,0,6,Medium,Personal/Lifestyle
L1146,25,Female,Receptionist,35000,6000,Personal,605,1,Helping my sibling cover unexpected medical transport costs. I want to ensure they are taken care of.,0,Positive,0.5439224243164062,1,35000,0.1714285714285714,0,3,0,1,2,14,High,Personal/Lifestyle
L1147,55,Male,Engineer,150000,48000,Education,820,1,Funding my child's final year of undergraduate studies at a private university.,1,Neutral,0.5287567377090454,1,150000,0.32,1,0,1,1,1,7,Medium,Personal/Lifestyle
L1148,30,Female,Sales Clerk,39000,8000,Medical,602,0,I need this money right now to pay a bill that is due today; my bank account is empty. I'm in a genuine crisis.,0,Very Negative,0.5905150175094604,1,39000,0.2051282051282051,1,3,1,0,1,15,High,Basic Needs/Survival
L1149,41,Male,Pilot,145000,32000,Business,808,1,Acquisition of specialized flight navigation software updates.,1,Neutral,0.5022778511047363,1,145000,0.2206896551724138,1,0,1,1,1,7,Medium,Personal/Lifestyle
L1150,68,Female,Retired,54000,4000,Personal,758,2,Covering increased home insurance premiums for the upcoming year.,1,Neutral,0.543519139289856,1,54000,0.074074074074074,1,0,0,1,2,6,Medium,Personal/Lifestyle
L1151,22,Male,Tutor,28000,3000,Education,565,1,Buying specialized educational software to tutor more effectively.,0,Neutral,0.5196442604064941,1,28000,0.1071428571428571,1,3,0,1,1,14,High,Basic Needs/Survival
L1152,38,Female,Lawyer,125000,30000,Home,795,1,Funds needed for the closing costs on a significant investment property.,1,Neutral,0.5757420063018799,1,125000,0.24,1,0,1,1,0,6,Medium,Business/Investment
L1153,45,Male,Driver,43000,9500,Personal,570,3,"My only means of transportation for work is severely damaged, and I need immediate repairs to keep my job.",0,Very Negative,0.8480033874511719,2,43000,0.2209302325581395,1,3,1,2,2,20,High,Basic Needs/Survival
L1154,52,Female,Doctor,200000,60000,Medical,840,1,Purchasing an advanced diagnostic imaging unit for the clinic.,1,Neutral,0.4855390191078186,1,200000,0.3,1,0,1,1,1,7,Medium,Basic Needs/Survival
L1155,26,Male,Retail Manager,48000,12000,Business,658,2,Initial inventory purchase for a new pop-up retail location.,1,Neutral,0.4831709265708923,1,48000,0.25,1,2,1,1,1,13,High,Personal/Lifestyle
L1156,60,Female,Accountant,98000,19000,Education,748,1,Paying off the final loan related to my advanced accounting certifications.,1,Neutral,0.4614713788032532,1,98000,0.1938775510204081,1,1,0,1,1,8,Medium,Personal/Lifestyle
L1157,33,Male,Electrician,74000,16000,Home,690,2,Installing a high-efficiency HVAC system in my home for long-term savings.,1,Neutral,0.4373785853385925,1,74000,0.2162162162162162,1,2,1,1,0,12,High,Personal/Lifestyle
L1158,48,Female,Scientist,145000,35000,Business,810,1,Funding clinical trial administrative costs. Timeline is strict.,1,Neutral,0.5833494663238525,1,145000,0.2413793103448276,1,0,1,1,1,7,Medium,Basic Needs/Survival
L1159,21,Male,Dishwasher,20000,2500,Personal,500,0,I am completely broke and have nowhere else to turn for help with my electricity bill. I'm freezing.,0,Very Negative,0.7231022715568542,2,20000,0.125,1,3,0,0,2,16,High,Personal/Lifestyle
L1160,54,Female,Teacher,70000,14000,Medical,725,2,Covering deductibles for my child's ongoing specialist care.,1,Neutral,0.5715854167938232,1,70000,0.2,1,1,0,1,1,8,Medium,Personal/Lifestyle
L1161,36,Male,Software Developer,122000,29000,Personal,792,1,Need short-term liquidity while waiting for a major contract payout. Very confident in receiving funds soon.,1,Positive,0.4993709027767181,1,122000,0.2377049180327868,0,0,1,1,2,7,Medium,Basic Needs/Survival
L1162,44,Female,Manager,105000,24000,Home,762,1,Financing a major upgrade to the home's plumbing infrastructure.,1,Positive,0.5031864047050476,1,105000,0.2285714285714285,0,0,1,1,0,5,Low,Personal/Lifestyle
L1163,29,Male,Bartender,34000,7000,Education,598,0,"I need this to pay for required safety training for a potential construction job. If I can't get the training, I can't get the job.",0,Neutral,0.5783352851867676,1,34000,0.2058823529411764,1,3,1,0,1,15,High,Personal/Lifestyle
L1164,62,Female,Retired,68000,9000,Personal,772,2,Funding annual membership fees for a senior community center.,1,Neutral,0.4881384074687958,1,68000,0.1323529411764706,1,0,0,1,2,6,Medium,Personal/Lifestyle
L1165,35,Male,Sales Manager,88000,20000,Business,715,1,Investment into new sales territory mapping technology.,1,Neutral,0.5469903945922852,1,88000,0.2272727272727272,1,1,1,1,1,10,Medium,Business/Investment
L1166,24,Female,Clerk,29000,4500,Medical,582,0,"I have a severe infection and need antibiotics immediately, but I cannot afford the prescription. Please, I'm running out of time.",0,Very Negative,0.7917768359184265,2,29000,0.1551724137931034,1,3,0,0,1,15,High,Personal/Lifestyle
L1167,49,Male,Engineer,135000,40000,Home,805,1,Acquisition of a small plot of land adjacent to my current property for future expansion.,1,Neutral,0.4980295300483703,1,135000,0.2962962962962963,1,0,1,1,0,6,Medium,Business/Investment
L1168,57,Female,HR Director,118000,26000,Education,785,1,Sponsoring travel for high-performing staff to an international conference.,1,Neutral,0.5182585120201111,1,118000,0.2203389830508474,1,0,1,1,1,7,Medium,Business/Investment
L1169,32,Male,Truck Driver,66000,14000,Personal,652,3,Need to cover a sudden increase in liability insurance premiums for my commercial vehicle.,0,Negative,0.7205050587654114,2,66000,0.2121212121212121,2,2,1,2,2,18,High,Personal/Lifestyle
L1170,46,Female,Nurse,81000,17000,Medical,728,2,Funds required to cover my mother's assisted living supplement.,1,Neutral,0.5454776883125305,1,81000,0.2098765432098765,1,1,1,1,1,10,Medium,Personal/Lifestyle
L1171,20,Male,Security Guard,24000,3500,Personal,520,0,I am completely overwhelmed by small debts and need this cash just to keep the lights on this month. I don't know what else to do.,0,Very Negative,0.9055516123771667,2,24000,0.1458333333333333,1,3,0,0,2,16,High,Basic Needs/Survival
L1172,64,Female,Professor,110000,12000,Business,775,1,Small capital needed to host a guest lecture series at the university.,1,Neutral,0.4757991731166839,1,110000,0.109090909090909,1,0,0,1,1,5,Low,Business/Investment
L1173,39,Male,Mechanic,60000,14000,Home,675,3,Emergency repair of a collapsed retaining wall in my backyard due to heavy rain.,0,Neutral,0.74310302734375,2,60000,0.2333333333333333,1,2,1,2,0,15,High,Basic Needs/Survival
L1174,47,Female,Accountant,96000,23000,Education,760,1,Financing my adult child's advanced technical training.,1,Neutral,0.5486626625061035,1,96000,0.2395833333333333,1,0,1,1,1,7,Medium,Personal/Lifestyle
L1175,27,Male,Warehouse Associate,37000,7500,Personal,588,2,I need to pay back a loan shark that I foolishly took out last month. They are threatening me.,0,Negative,0.6573410034179688,1,37000,0.2027027027027027,2,3,1,1,2,18,High,Personal/Lifestyle
L1176,51,Female,Executive,175000,42000,Home,830,1,Securing investment financing for a rental property purchase in a high-growth area.,1,Neutral,0.5832854509353638,1,175000,0.24,1,0,1,1,0,6,Medium,Business/Investment
L1177,34,Male,Data Entry Clerk,41000,6500,Education,620,1,Paying for the required software and materials for an online certification program.,0,Neutral,0.5076157450675964,1,41000,0.1585365853658536,1,3,0,1,1,14,High,Personal/Lifestyle
L1178,59,Female,Manager,112000,24000,Business,768,1,Purchase of advanced inventory management systems for my retail chain.,1,Neutral,0.4916298687458038,1,112000,0.2142857142857142,1,0,1,1,1,7,Medium,Business/Investment
L1179,23,Male,Waiter,27000,4500,Personal,560,1,"Need funds for a security deposit for a new, better-located apartment.",0,Neutral,0.5832467079162598,1,27000,0.1666666666666666,1,3,0,1,2,15,High,Personal/Lifestyle
L1180,42,Female,Librarian,55000,10000,Medical,705,2,Covering costs associated with an aging pet's necessary surgery.,1,Neutral,0.545071542263031,1,55000,0.1818181818181818,1,1,0,1,1,8,Medium,Personal/Lifestyle
L1181,46,Male,Sales Director,110000,29000,Home,790,1,Funds for solar panel installation to reduce long-term household utility costs.,1,Neutral,0.488683819770813,1,110000,0.2636363636363636,1,0,1,1,0,6,Medium,Personal/Lifestyle
L1182,31,Female,Nurse,69000,12000,Education,730,1,Paying for a weekend intensive workshop in advanced patient care protocols.,1,Neutral,0.5002344846725464,1,69000,0.1739130434782608,1,1,0,1,1,8,Medium,Personal/Lifestyle
L1183,53,Male,Scientist,155000,38000,Business,815,1,Acquisition of specialized analytical equipment for ongoing projects.,1,Neutral,0.5103875994682312,1,155000,0.2451612903225806,1,0,1,1,1,7,Medium,Business/Investment
L1184,28,Female,Graphic Designer,60000,11000,Personal,680,2,"Consolidating existing small credit obligations into a single, more manageable monthly payment plan.",1,Neutral,0.4952004849910736,1,60000,0.1833333333333333,1,2,0,1,2,12,High,Personal/Lifestyle
L1185,66,Male,Retired,72000,6000,Medical,802,1,Covering elective but necessary procedures not covered by standard Medicare.,1,Neutral,0.4754394292831421,1,72000,0.0833333333333333,1,0,0,1,1,5,Low,Basic Needs/Survival
L1186,37,Female,Teacher,64000,15000,Education,718,2,Funding a master's level course in curriculum development.,1,Neutral,0.4895496070384979,1,64000,0.234375,1,1,1,1,1,10,Medium,Personal/Lifestyle
L1187,40,Male,Accountant,91000,20000,Home,745,3,Need to cover an unexpectedly large property tax assessment this year. I must pay it.,0,Negative,0.773629903793335,2,91000,0.2197802197802197,2,1,1,2,0,13,High,Basic Needs/Survival
