loan_id,age,gender,job_title,annual_income,loan_amount,loan_purpose,credit_score,number_of_dependents,applicant_statement,loan_status,sentiment,annual_income_safe,loan_to_income_ratio,dependents_bucket,risk_category,sentiment_risk,credit_risk,lti_risk,dependents_risk,purpose_risk,risk_score,risk_category_rules,risk_context
L1063,33,Male,Electrician,72000,15000,Home,682,2,Installing a solar panel system on my house to lower monthly overhead costs. A sound long-term investment.,1,Positive,72000,0.20833333333333334,1-2,Medium,0,2,1,1,0,9,High,"Applicant statement: Installing a solar panel system on my house to lower monthly overhead costs. A sound long-term investment.
credit_score: 682
annual_income: 72000
loan_amount: 15000
loan_to_income_ratio: 0.208
number_of_dependents: 2
loan_purpose: Home
sentiment: Positive"
L1064,48,Female,Scientist,140000,32000,Business,808,1,Expanding my lab's research capabilities. I have several grants pending confirmation.,1,Positive,140000,0.22857142857142856,1-2,Low,0,0,1,1,1,4,Low,"Applicant statement: Expanding my lab's research capabilities. I have several grants pending confirmation.
credit_score: 808
annual_income: 140000
loan_amount: 32000
loan_to_income_ratio: 0.229
number_of_dependents: 1
loan_purpose: Business
sentiment: Positive"
L1065,21,Male,Dishwasher,21000,3000,Personal,505,0,I have overwhelming debt from a guarantor situation. I am completely unable to cope with the payments right now.,0,Negative,21000,0.14285714285714285,0,High,2,3,0,0,2,13,High,"Applicant statement: I have overwhelming debt from a guarantor situation. I am completely unable to cope with the payments right now.
credit_score: 505
annual_income: 21000
loan_amount: 3000
loan_to_income_ratio: 0.143
number_of_dependents: 0
loan_purpose: Personal
sentiment: Negative"
L1066,54,Female,Teacher,68000,12000,Medical,718,4,Covering costs for my aging parent's assisted living expenses. It's manageable but requires some buffer.,1,Neutral,68000,0.17647058823529413,3+,Low,1,1,0,2,1,7,Medium,"Applicant statement: Covering costs for my aging parent's assisted living expenses. It's manageable but requires some buffer.
credit_score: 718
annual_income: 68000
loan_amount: 12000
loan_to_income_ratio: 0.176
number_of_dependents: 4
loan_purpose: Medical
sentiment: Neutral"
L1067,36,Male,Software Developer,118000,26000,Personal,788,0,Need funds to cover an unexpected major tax bill. My liquid assets are temporarily tied up.,1,Negative,118000,0.22033898305084745,0,Low,2,0,1,0,2,6,Medium,"Applicant statement: Need funds to cover an unexpected major tax bill. My liquid assets are temporarily tied up.
credit_score: 788
annual_income: 118000
loan_amount: 26000
loan_to_income_ratio: 0.22
number_of_dependents: 0
loan_purpose: Personal
sentiment: Negative"
L1068,44,Female,Manager,100000,22000,Home,758,2,Major kitchen remodel planned for the summer. My finances are very stable.,1,Positive,100000,0.22,1-2,Low,0,0,1,1,0,3,Low,"Applicant statement: Major kitchen remodel planned for the summer. My finances are very stable.
credit_score: 758
annual_income: 100000
loan_amount: 22000
loan_to_income_ratio: 0.22
number_of_dependents: 2
loan_purpose: Home
sentiment: Positive"
L1069,29,Male,Barista,31000,6500,Education,590,1,"Saving up for vocational training. I know this is small, but it's a start.",0,Positive,31000,0.20967741935483872,1-2,High,0,3,1,1,1,13,High,"Applicant statement: Saving up for vocational training. I know this is small, but it's a start.
credit_score: 590
annual_income: 31000
loan_amount: 6500
loan_to_income_ratio: 0.21
number_of_dependents: 1
loan_purpose: Education
sentiment: Positive"
L1070,62,Female,Retired,65000,8000,Personal,768,3,A needed upgrade to my travel fund for next year. My retirement portfolio performs well.,1,Positive,65000,0.12307692307692308,3+,Low,0,0,0,2,2,4,Low,"Applicant statement: A needed upgrade to my travel fund for next year. My retirement portfolio performs well.
credit_score: 768
annual_income: 65000
loan_amount: 8000
loan_to_income_ratio: 0.123
number_of_dependents: 3
loan_purpose: Personal
sentiment: Positive"
L1071,35,Male,Sales Manager,85000,19000,Business,708,1,Purchasing a new territory franchise license. Expected ROI is high.,1,Positive,85000,0.2235294117647059,1-2,Low,0,1,1,1,1,7,Medium,"Applicant statement: Purchasing a new territory franchise license. Expected ROI is high.
credit_score: 708
annual_income: 85000
loan_amount: 19000
loan_to_income_ratio: 0.224
number_of_dependents: 1
loan_purpose: Business
sentiment: Positive"
L1072,24,Female,Clerk,28000,4500,Medical,578,1,Need to replace lost prescription lenses and cover an urgent check-up. I don't have an emergency fund yet.,0,Negative,28000,0.16071428571428573,1-2,High,2,3,0,1,1,13,High,"Applicant statement: Need to replace lost prescription lenses and cover an urgent check-up. I don't have an emergency fund yet.
credit_score: 578
annual_income: 28000
loan_amount: 4500
loan_to_income_ratio: 0.161
number_of_dependents: 1
loan_purpose: Medical
sentiment: Negative"
L1073,49,Male,Engineer,130000,38000,Home,802,2,Funds needed for geothermal heating system installation. Significant long-term savings potential.,1,Positive,130000,0.2923076923076923,1-2,Low,0,0,1,1,0,3,Low,"Applicant statement: Funds needed for geothermal heating system installation. Significant long-term savings potential.
credit_score: 802
annual_income: 130000
loan_amount: 38000
loan_to_income_ratio: 0.292
number_of_dependents: 2
loan_purpose: Home
sentiment: Positive"
L1074,57,Female,HR Director,115000,25000,Education,782,1,Sponsoring a specialized leadership course for high-potential employees in my department.,1,Positive,115000,0.21739130434782608,1-2,Low,0,0,1,1,1,4,Low,"Applicant statement: Sponsoring a specialized leadership course for high-potential employees in my department.
credit_score: 782
annual_income: 115000
loan_amount: 25000
loan_to_income_ratio: 0.217
number_of_dependents: 1
loan_purpose: Education
sentiment: Positive"
L1075,32,Male,Truck Driver,65000,14000,Personal,648,3,My truck needs a major engine overhaul to continue reliable service. This is work-essential.,0,Positive,65000,0.2153846153846154,3+,High,0,3,1,2,2,15,High,"Applicant statement: My truck needs a major engine overhaul to continue reliable service. This is work-essential.
credit_score: 648
annual_income: 65000
loan_amount: 14000
loan_to_income_ratio: 0.215
number_of_dependents: 3
loan_purpose: Personal
sentiment: Positive"
L1076,41,Female,Nurse,78000,18000,Medical,732,2,Need to cover a portion of my aging parent's nursing home fees that insurance won't cover.,1,Negative,78000,0.23076923076923078,1-2,Low,2,1,1,1,1,9,High,"Applicant statement: Need to cover a portion of my aging parent's nursing home fees that insurance won't cover.
credit_score: 732
annual_income: 78000
loan_amount: 18000
loan_to_income_ratio: 0.231
number_of_dependents: 2
loan_purpose: Medical
sentiment: Negative"
L1077,20,Male,Student,19000,2500,Personal,540,0,"I am completely out of money before my scholarship funds clear next month. Please, I'm desperate for rent money.",0,Negative,19000,0.13157894736842105,0,High,2,3,0,0,2,13,High,"Applicant statement: I am completely out of money before my scholarship funds clear next month. Please, I'm desperate for rent money.
credit_score: 540
annual_income: 19000
loan_amount: 2500
loan_to_income_ratio: 0.132
number_of_dependents: 0
loan_purpose: Personal
sentiment: Negative"
L1078,64,Female,Professor,105000,10000,Business,772,1,Small capital injection to fund final edits and publication costs for a new textbook.,1,Positive,105000,0.09523809523809523,1-2,Low,0,0,0,1,1,2,Low,"Applicant statement: Small capital injection to fund final edits and publication costs for a new textbook.
credit_score: 772
annual_income: 105000
loan_amount: 10000
loan_to_income_ratio: 0.095
number_of_dependents: 1
loan_purpose: Business
sentiment: Positive"
L1079,39,Male,Mechanic,58000,13000,Home,668,4,Repairing significant storm damage to my roof. Cannot delay this major structural repair.,1,Negative,58000,0.22413793103448276,3+,Medium,2,2,1,2,0,12,High,"Applicant statement: Repairing significant storm damage to my roof. Cannot delay this major structural repair.
credit_score: 668
annual_income: 58000
loan_amount: 13000
loan_to_income_ratio: 0.224
number_of_dependents: 4
loan_purpose: Home
sentiment: Negative"
L1080,47,Female,Accountant,93000,21000,Education,755,1,Financing my adult child's graduate studies overseas. I am fully capable of meeting the obligations.,1,Positive,93000,0.22580645161290322,1-2,Low,0,0,1,1,1,4,Low,"Applicant statement: Financing my adult child's graduate studies overseas. I am fully capable of meeting the obligations.
credit_score: 755
annual_income: 93000
loan_amount: 21000
loan_to_income_ratio: 0.226
number_of_dependents: 1
loan_purpose: Education
sentiment: Positive"
L1081,27,Male,Warehouse Associate,36000,7000,Personal,582,2,Trying to pay off a very high-interest payday loan from last month. I'm in a tight spot.,0,Negative,36000,0.19444444444444445,1-2,High,2,3,0,1,2,14,High,"Applicant statement: Trying to pay off a very high-interest payday loan from last month. I'm in a tight spot.
credit_score: 582
annual_income: 36000
loan_amount: 7000
loan_to_income_ratio: 0.194
number_of_dependents: 2
loan_purpose: Personal
sentiment: Negative"
L1082,51,Female,Executive,170000,40000,Home,825,0,Down payment assistance for a second property investment. All finances are robust.,1,Positive,170000,0.23529411764705882,0,Low,0,0,1,0,0,2,Low,"Applicant statement: Down payment assistance for a second property investment. All finances are robust.
credit_score: 825
annual_income: 170000
loan_amount: 40000
loan_to_income_ratio: 0.235
number_of_dependents: 0
loan_purpose: Home
sentiment: Positive"
L1083,34,Male,Data Entry Clerk,39000,6000,Education,615,1,Paying for certification exams to move into an IT role. I have a new job offer contingent on passing.,0,Positive,39000,0.15384615384615385,1-2,High,0,3,0,1,1,11,High,"Applicant statement: Paying for certification exams to move into an IT role. I have a new job offer contingent on passing.
credit_score: 615
annual_income: 39000
loan_amount: 6000
loan_to_income_ratio: 0.154
number_of_dependents: 1
loan_purpose: Education
sentiment: Positive"
L1084,59,Female,Manager,110000,23000,Business,762,3,Need to purchase updated management software suite for my team. Improves overall efficiency.,1,Positive,110000,0.20909090909090908,3+,Low,0,0,1,2,1,5,Medium,"Applicant statement: Need to purchase updated management software suite for my team. Improves overall efficiency.
credit_score: 762
annual_income: 110000
loan_amount: 23000
loan_to_income_ratio: 0.209
number_of_dependents: 3
loan_purpose: Business
sentiment: Positive"
L1085,23,Male,Waiter,26000,4000,Personal,555,1,Saving up to buy a reliable used car for commuting to my new full-time job starting next month.,0,Positive,26000,0.15384615384615385,1-2,High,0,3,0,1,2,12,High,"Applicant statement: Saving up to buy a reliable used car for commuting to my new full-time job starting next month.
credit_score: 555
annual_income: 26000
loan_amount: 4000
loan_to_income_ratio: 0.154
number_of_dependents: 1
loan_purpose: Personal
sentiment: Positive"
L1086,42,Female,Librarian,54000,9000,Medical,702,2,Unexpected specialist co-pays required. My budget is stretched thin this quarter.,0,Negative,54000,0.16666666666666666,1-2,Low,2,1,0,1,1,7,Medium,"Applicant statement: Unexpected specialist co-pays required. My budget is stretched thin this quarter.
credit_score: 702
annual_income: 54000
loan_amount: 9000
loan_to_income_ratio: 0.167
number_of_dependents: 2
loan_purpose: Medical
sentiment: Negative"
L1087,46,Male,Sales Director,105000,27000,Home,785,1,Refinancing existing debt into a lower-rate mortgage extension. A standard financial management maneuver.,1,Positive,105000,0.2571428571428571,1-2,Low,0,0,1,1,0,3,Low,"Applicant statement: Refinancing existing debt into a lower-rate mortgage extension. A standard financial management maneuver.
credit_score: 785
annual_income: 105000
loan_amount: 27000
loan_to_income_ratio: 0.257
number_of_dependents: 1
loan_purpose: Home
sentiment: Positive"
L1088,31,Female,Nurse,67000,11000,Education,725,1,Paying for advanced certification in specialized critical care nursing.,1,Positive,67000,0.16417910447761194,1-2,Low,0,1,0,1,1,5,Medium,"Applicant statement: Paying for advanced certification in specialized critical care nursing.
credit_score: 725
annual_income: 67000
loan_amount: 11000
loan_to_income_ratio: 0.164
number_of_dependents: 1
loan_purpose: Education
sentiment: Positive"
L1089,53,Male,Scientist,150000,35000,Business,812,0,"Funding a complex international research collaboration. The timeline is aggressive, and I need fast cash.",0,Negative,150000,0.23333333333333334,0,Low,2,0,1,0,1,5,Medium,"Applicant statement: Funding a complex international research collaboration. The timeline is aggressive, and I need fast cash.
credit_score: 812
annual_income: 150000
loan_amount: 35000
loan_to_income_ratio: 0.233
number_of_dependents: 0
loan_purpose: Business
sentiment: Negative"
L1090,28,Female,Graphic Designer,57000,10000,Personal,675,2,Consolidating credit card debt that has gotten out of hand recently. I need stability now.,0,Negative,57000,0.17543859649122806,1-2,Medium,2,2,0,1,2,11,High,"Applicant statement: Consolidating credit card debt that has gotten out of hand recently. I need stability now.
credit_score: 675
annual_income: 57000
loan_amount: 10000
loan_to_income_ratio: 0.175
number_of_dependents: 2
loan_purpose: Personal
sentiment: Negative"
